COUNTYNS,FREQUENCY,COUNT_COUN,TweetTotal,GdeltTotal,Tweets_GdeltSum,TweetSep1,TweetSep2,TweetSep3,TweetSep4,TweetSep5,TweetSep6,GdeltSep1,GdeltSep2,GdeltSep3,GdeltSep4,GdeltSep5,GdeltSep6
01249299,1,1,41,5,46,0,11,6,6,13,5,0,0,2,1,2,0
01252740,1,1,430,215,645,35,74,46,90,130,55,6,20,34,38,66,51
01480108,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01480157,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01480171,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01493961,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01496705,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01497999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01498421,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01498558,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01498559,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01498560,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01500747,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01501122,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01501196,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01502770,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01639726,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01639727,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01639730,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01639734,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01639747,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01639749,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01639760,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01639770,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01639776,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01639782,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01639789,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01648582,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01671316,1,1,6,38,44,0,1,0,3,2,0,25,11,1,0,0,1
01671513,1,1,42,14,56,3,10,7,15,4,3,1,4,5,2,1,1
01671693,1,1,3,0,3,2,0,0,1,0,0,0,0,0,0,0,0
01671894,1,1,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0
01672039,1,1,12,2,14,0,3,1,4,4,0,0,2,0,0,0,0
01672399,1,1,6,2,8,2,1,2,1,0,0,0,0,1,1,0,0
01672699,1,1,3,0,3,1,1,0,0,1,0,0,0,0,0,0,0
01673011,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01673298,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01673358,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01673547,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01685718,1,1,6,2,8,1,2,0,1,1,1,0,0,0,0,2,0
01686112,1,1,15,0,15,4,2,3,2,3,1,0,0,0,0,0,0
01686467,1,1,3,0,3,1,0,1,0,0,1,0,0,0,0,0,0
01686953,1,1,0,3,3,0,0,0,0,0,0,1,0,0,0,1,1
01687424,1,1,18,4,22,5,7,5,1,0,0,2,1,0,0,0,1
01687740,1,1,4,1,5,2,0,0,0,2,0,0,0,0,0,1,0
01687995,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01687999,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
01688000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01688004,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01688005,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01688166,1,1,4,1,5,0,0,2,0,0,2,0,0,0,0,0,1
01694477,1,1,123,59,182,14,35,24,31,15,4,2,7,2,14,19,15
01694833,1,1,115,63,178,26,25,34,12,14,4,7,8,16,13,11,8
